instant,season_x,yr_x,weekday_x,workingday_x,windspeed_x,casual_x,registered_x,cnt_x,season_y,yr_y,hr,weekday_y,workingday_y,windspeed_y,casual_y,registered_y,cnt_y
314,4,0,4,1,0.189067,190,2743,2933,1,0,13,5,1,0.3881,4,73,77
315,4,0,5,0,0.314675,440,2928,3368,1,0,14,5,1,0.2836,5,59,64
316,4,0,6,0,0.212062,1275,2792,4067,1,0,15,5,1,0.1642,9,59,68
317,4,0,0,0,0.281721,1004,2713,3717,1,0,16,5,1,0.1045,3,87,90
318,4,0,1,1,0.306596,595,3891,4486,1,0,17,5,1,0.1642,4,155,159
319,4,0,2,1,0.199633,449,3746,4195,1,0,18,5,1,0.0,5,134,139
320,4,0,3,1,0.136829,145,1672,1817,1,0,19,5,1,0.0896,3,89,92
321,4,0,4,1,0.305362,139,2914,3053,1,0,20,5,1,0.0,0,68,68
322,4,0,5,1,0.168533,245,3147,3392,1,0,21,5,1,0.0,4,48,52
323,4,0,6,0,0.224496,943,2720,3663,1,0,22,5,1,0.0,2,34,36
324,4,0,0,0,0.18595,787,2733,3520,1,0,23,5,1,0.0,1,26,27
325,4,0,1,1,0.138054,220,2545,2765,1,0,0,6,0,0.0,3,25,28
326,4,0,2,1,0.118792,69,1538,1607,1,0,1,6,0,0.0896,2,18,20
327,4,0,3,1,0.335825,112,2454,2566,1,0,2,6,0,0.0896,0,12,12
328,4,0,4,0,0.167304,560,935,1495,1,0,3,6,0,0.0,1,7,8
329,4,0,5,1,0.0988958,1095,1697,2792,1,0,4,6,0,0.0,0,5,5
330,4,0,6,0,0.0684208,1249,1819,3068,1,0,5,6,0,0.0,0,1,1
331,4,0,0,0,0.208954,810,2261,3071,1,0,6,6,0,0.1045,1,2,3
332,4,0,1,1,0.142122,253,3614,3867,1,0,7,6,0,0.0,1,9,10
333,4,0,2,1,0.258092,96,2818,2914,1,0,8,6,0,0.1343,1,22,23
334,4,0,3,1,0.271158,188,3425,3613,1,0,9,6,0,0.1343,2,31,33
335,4,0,4,1,0.220158,182,3545,3727,1,0,10,6,0,0.1642,2,57,59
336,4,0,5,1,0.100754,268,3672,3940,1,0,11,6,0,0.2239,18,54,72
337,4,0,6,0,0.0957833,706,2908,3614,1,0,12,6,0,0.2239,15,74,89
338,4,0,0,0,0.0839583,634,2851,3485,1,0,13,6,0,0.2985,21,80,101
339,4,0,1,1,0.0622083,233,3578,3811,1,0,14,6,0,0.2836,26,92,118
340,4,0,2,1,0.232583,126,2468,2594,1,0,15,6,0,0.194,21,108,129
341,4,0,3,1,0.266175,50,655,705,1,0,16,6,0,0.194,33,95,128
342,4,0,4,1,0.240058,150,3172,3322,1,0,17,6,0,0.2836,29,54,83
343,4,0,5,1,0.0827167,261,3359,3620,1,0,18,6,0,0.2537,15,69,84
344,4,0,6,0,0.233221,502,2688,3190,1,0,19,6,0,0.2537,14,60,74
345,4,0,0,0,0.0665417,377,2366,2743,1,0,20,6,0,0.2537,6,35,41
346,4,0,1,1,0.06345,143,3167,3310,1,0,21,6,0,0.2239,6,51,57
347,4,0,2,1,0.14055,155,3368,3523,1,0,22,6,0,0.1045,0,26,26
348,4,0,3,1,0.0609583,178,3562,3740,1,0,23,6,0,0.2836,5,39,44
349,4,0,4,1,0.268042,181,3528,3709,1,0,0,0,0,0.0,6,33,39
350,4,0,5,1,0.260575,178,3399,3577,1,0,1,0,0,0.1343,4,19,23
351,4,0,6,0,0.243167,275,2464,2739,1,0,2,0,0,0.0896,3,13,16
352,4,0,0,0,0.169779,220,2211,2431,1,0,3,0,0,0.0,9,6,15
353,4,0,1,1,0.172896,260,3143,3403,1,0,4,0,0,0.1642,0,1,1
354,4,0,2,1,0.0615708,216,3534,3750,1,0,5,0,0,0.1642,1,1,2
355,1,0,3,1,0.2214,107,2553,2660,1,0,6,0,0,0.1642,0,1,1
356,1,0,4,1,0.047275,227,2841,3068,1,0,7,0,0,0.2985,0,3,3
357,1,0,5,1,0.274246,163,2046,2209,1,0,8,0,0,0.2836,0,18,18
358,1,0,6,0,0.190304,155,856,1011,1,0,9,0,0,0.2537,3,29,32
359,1,0,0,0,0.155091,303,451,754,1,0,10,0,0,0.2836,8,71,79
360,1,0,1,0,0.239465,430,887,1317,1,0,11,0,0,0.2537,23,70,93
361,1,0,2,1,0.18845,103,1059,1162,1,0,12,0,0,0.2836,29,75,104
362,1,0,3,1,0.293961,255,2047,2302,1,0,13,0,0,0.2985,23,95,118
363,1,0,4,1,0.119412,254,2169,2423,1,0,14,0,0,0.2537,22,69,91
364,1,0,5,1,0.134337,491,2508,2999,1,0,15,0,0,0.2537,35,78,113
365,1,0,6,0,0.220154,665,1820,2485,1,0,16,0,0,0.2239,22,77,99
366,1,1,0,0,0.192167,686,1608,2294,1,0,17,0,0,0.2537,23,82,105
367,1,1,1,0,0.329665,244,1707,1951,1,0,18,0,0,0.1642,11,56,67
368,1,1,2,1,0.365671,89,2147,2236,1,0,19,0,0,0.1343,14,47,61
369,1,1,3,1,0.1847,95,2273,2368,1,0,20,0,0,0.1642,7,50,57
370,1,1,4,1,0.129987,140,3132,3272,1,0,21,0,0,0.1642,6,22,28
371,1,1,5,1,0.167908,307,3791,4098,1,0,22,0,0,0.1343,2,19,21
372,1,1,6,0,0.174758,1070,3451,4521,1,0,23,0,0,0.1045,0,18,18
373,1,1,0,0,0.191542,599,2826,3425,1,0,0,1,0,0.2239,1,16,17
374,1,1,1,1,0.0989,106,2270,2376,1,0,1,1,0,0.194,1,15,16
375,1,1,2,1,0.187552,173,3425,3598,1,0,2,1,0,0.2537,0,8,8
376,1,1,3,1,0.131221,92,2085,2177,1,0,3,1,0,0.194,0,2,2
377,1,1,4,1,0.180967,269,3828,4097,1,0,4,1,0,0.1343,1,2,3
378,1,1,5,1,0.378108,174,3040,3214,1,0,5,1,0,0.1642,0,1,1
379,1,1,6,0,0.187183,333,2160,2493,1,0,6,1,0,0.194,0,5,5
380,1,1,0,0,0.251258,284,2027,2311,1,0,7,1,0,0.1343,4,9,13
381,1,1,1,0,0.231358,217,2081,2298,1,0,8,1,0,0.2239,3,30,33
382,1,1,2,1,0.34913,127,2808,2935,1,0,9,1,0,0.2239,8,39,47
383,1,1,3,1,0.415429,109,3267,3376,1,0,10,1,0,0.2537,7,50,57
384,1,1,4,1,0.220158,130,3162,3292,1,0,11,1,0,0.194,9,55,64
385,1,1,5,1,0.20275,115,3048,3163,1,0,12,1,0,0.1343,10,70,80
386,1,1,6,0,0.222642,67,1234,1301,1,0,13,1,0,0.1343,13,80,93
387,1,1,0,0,0.199638,196,1781,1977,1,0,14,1,0,0.1045,12,74,86
388,1,1,1,1,0.110708,145,2287,2432,1,0,15,1,0,0.1642,21,72,93
389,1,1,2,1,0.123767,439,3900,4339,1,0,16,1,0,0.1642,6,76,82
390,1,1,3,1,0.161071,467,3803,4270,1,0,17,1,0,0.194,4,67,71
391,1,1,4,1,0.0733958,244,3831,4075,1,0,18,1,0,0.2537,7,85,92
392,1,1,5,1,0.342667,269,3187,3456,1,0,19,1,0,0.194,2,58,60
393,1,1,6,0,0.210829,775,3248,4023,1,0,20,1,0,0.194,4,29,33
394,1,1,0,0,0.24005,558,2685,3243,1,0,21,1,0,0.194,3,24,27
395,1,1,1,1,0.215792,126,3498,3624,1,0,22,1,0,0.2537,0,13,13
396,1,1,2,1,0.261817,324,4185,4509,1,0,23,1,0,0.2836,1,3,4
397,1,1,3,1,0.189067,304,4275,4579,1,0,12,2,1,0.3284,0,3,3
398,1,1,4,1,0.187187,190,3571,3761,1,0,13,2,1,0.2239,0,22,22
399,1,1,5,1,0.178496,310,3841,4151,1,0,14,2,1,0.1642,2,26,28
400,1,1,6,0,0.121896,384,2448,2832,1,0,15,2,1,0.1642,3,32,35
401,1,1,0,0,0.175996,318,2629,2947,1,0,16,2,1,0.194,0,61,61
402,1,1,1,1,0.1538,206,3578,3784,1,0,17,2,1,0.194,1,124,125
403,1,1,2,1,0.147379,199,4176,4375,1,0,18,2,1,0.1642,1,132,133
404,1,1,3,1,0.133721,109,2693,2802,1,0,19,2,1,0.1343,1,98,99
405,1,1,4,1,0.194037,163,3667,3830,1,0,20,2,1,0.0,0,83,83
406,1,1,5,1,0.116929,227,3604,3831,1,0,21,2,1,0.1045,0,41,41
407,1,1,6,0,0.289796,192,1977,2169,1,0,22,2,1,0.0896,0,33,33
408,1,1,0,0,0.409212,73,1456,1529,1,0,23,2,1,0.0,1,19,20
409,1,1,1,1,0.167283,94,3328,3422,1,0,0,3,1,0.0,0,3,3
410,1,1,2,1,0.141179,135,3787,3922,1,0,1,3,1,0.1343,1,6,7
411,1,1,3,1,0.1816,141,4028,4169,1,0,2,3,1,0.1343,0,3,3
412,1,1,4,1,0.091425,74,2931,3005,1,0,4,3,1,0.1343,1,1,2
413,1,1,5,1,0.205846,349,3805,4154,1,0,5,3,1,0.0896,0,7,7
414,1,1,6,0,0.190929,1435,2883,4318,1,0,6,3,1,0.0896,0,32,32
415,1,1,0,0,0.253112,618,2071,2689,1,0,7,3,1,0.1045,1,89,90
416,1,1,1,0,0.229083,502,2627,3129,1,0,8,3,1,0.1045,1,196,197
417,1,1,2,1,0.205717,163,3614,3777,1,0,9,3,1,0.1045,2,107,109
418,1,1,3,1,0.234471,394,4379,4773,1,0,10,3,1,0.1343,1,46,47
419,1,1,4,1,0.190913,516,4546,5062,1,0,11,3,1,0.0896,5,47,52
420,1,1,5,1,0.237567,246,3241,3487,1,0,12,3,1,0.0896,5,65,70
421,1,1,6,0,0.421642,317,2415,2732,1,0,13,3,1,0.2836,11,67,78
422,1,1,0,0,0.205229,515,2874,3389,1,0,14,3,1,0.2537,7,68,75
423,1,1,1,1,0.268033,253,4069,4322,1,0,15,3,1,0.2836,4,78,82
424,1,1,2,1,0.193417,229,4134,4363,1,0,16,3,1,0.3881,10,94,104
425,1,1,3,1,0.179117,65,1769,1834,1,0,17,3,1,0.3284,7,190,197
426,1,1,4,1,0.226987,325,4665,4990,1,0,18,3,1,0.2836,5,156,161
427,1,1,5,1,0.144904,246,2948,3194,1,0,19,3,1,0.4179,4,108,112
428,1,1,6,0,0.161079,956,3110,4066,1,0,20,3,1,0.2985,2,74,76
429,1,1,0,0,0.334571,710,2713,3423,1,0,21,3,1,0.4179,4,55,59
430,1,1,1,1,0.228858,203,3130,3333,1,0,22,3,1,0.1642,6,53,59
431,1,1,2,1,0.200875,221,3735,3956,1,0,23,3,1,0.4627,1,27,28
432,1,1,3,1,0.345779,432,4484,4916,1,0,0,4,1,0.3881,5,8,13
433,1,1,4,1,0.441563,486,4896,5382,1,0,1,4,1,0.0,2,3,5
434,1,1,5,1,0.4148,447,4122,4569,1,0,2,4,1,0.0,0,2,2
435,1,1,6,0,0.22575,968,3150,4118,1,0,3,4,1,0.1642,0,1,1
436,1,1,0,0,0.222587,1658,3253,4911,1,0,4,4,1,0.1642,0,1,1
437,1,1,1,1,0.207713,838,4460,5298,1,0,5,4,1,0.2239,0,6,6
438,1,1,2,1,0.23695,762,5085,5847,1,0,6,4,1,0.2239,0,35,35
439,1,1,3,1,0.115062,997,5315,6312,1,0,7,4,1,0.2239,1,100,101
440,1,1,4,1,0.149883,1005,5187,6192,1,0,8,4,1,0.2836,2,247,249
441,1,1,5,1,0.113192,548,3830,4378,1,0,9,4,1,0.2239,3,140,143
442,1,1,6,0,0.110704,3155,4681,7836,1,0,10,4,1,0.2985,1,56,57
443,1,1,0,0,0.126883,2207,3685,5892,1,0,11,4,1,0.1642,5,63,68
444,1,1,1,1,0.162317,982,5171,6153,1,0,12,4,1,0.0,7,77,84
445,1,1,2,1,0.121271,1051,5042,6093,1,0,13,4,1,0.1045,12,86,98
446,2,1,3,1,0.0895583,1122,5108,6230,1,0,14,4,1,0.1343,6,75,81
447,2,1,4,1,0.117562,1334,5537,6871,1,0,15,4,1,0.194,8,62,70
448,2,1,5,1,0.1163,2469,5893,8362,1,0,16,4,1,0.1343,8,83,91
449,2,1,6,0,0.192783,1033,2339,3372,1,0,17,4,1,0.1045,8,207,215
450,2,1,0,0,0.220775,1532,3464,4996,1,0,18,4,1,0.194,1,184,185
451,2,1,1,1,0.386821,795,4763,5558,1,0,19,4,1,0.3284,6,146,152
452,2,1,2,1,0.187192,531,4571,5102,1,0,20,4,1,0.2836,2,124,126
453,2,1,3,1,0.291671,674,5024,5698,1,0,21,4,1,0.2537,3,54,57
454,2,1,4,1,0.31965,834,5299,6133,1,0,22,4,1,0.2836,0,56,56
455,2,1,5,1,0.138067,796,4663,5459,1,0,23,4,1,0.3284,3,28,31
456,2,1,6,0,0.250617,2301,3934,6235,1,0,0,5,1,0.2537,1,20,21
457,2,1,0,0,0.172267,2347,3694,6041,1,0,1,5,1,0.2537,0,6,6
458,2,1,1,1,0.312139,1208,4728,5936,1,0,2,5,1,0.1642,0,2,2
459,2,1,2,1,0.100133,1348,5424,6772,1,0,3,5,1,0.2985,0,1,1
460,2,1,3,1,0.180975,1058,5378,6436,1,0,4,5,1,0.0896,0,1,1
461,2,1,4,1,0.219529,1192,5265,6457,1,0,5,5,1,0.4179,1,4,5
462,2,1,5,1,0.300388,1807,4653,6460,1,0,6,5,1,0.2537,0,27,27
463,2,1,6,0,0.274871,3252,3605,6857,1,0,7,5,1,0.2836,2,66,68
464,2,1,0,0,0.232596,2230,2939,5169,1,0,8,5,1,0.3284,7,210,217
465,2,1,1,1,0.358196,905,4680,5585,1,0,9,5,1,0.3582,7,159,166
466,2,1,2,1,0.249375,819,5099,5918,1,0,10,5,1,0.4627,6,57,63
467,2,1,3,1,0.295274,482,4380,4862,1,0,11,5,1,0.4627,6,53,59
468,2,1,4,1,0.290429,663,4746,5409,1,0,12,5,1,0.5821,11,67,78
469,2,1,5,1,0.155471,1252,5146,6398,1,0,13,5,1,0.5821,8,65,73
470,2,1,6,0,0.190917,2795,4665,7460,1,0,14,5,1,0.5224,6,56,62
471,2,1,0,0,0.225129,2846,4286,7132,1,0,15,5,1,0.4478,4,61,65
472,2,1,1,0,0.284829,1198,5172,6370,1,0,16,5,1,0.3582,0,97,97
473,2,1,2,1,0.273629,989,5702,6691,1,0,17,5,1,0.3582,10,151,161
474,2,1,3,1,0.167912,347,4020,4367,1,0,18,5,1,0.2537,1,119,120
475,2,1,4,1,0.0659292,846,5719,6565,1,0,19,5,1,0.3284,3,93,96
476,2,1,5,1,0.149871,1340,5950,7290,1,0,20,5,1,0.4179,1,52,53
477,2,1,6,0,0.283587,2541,4083,6624,1,0,21,5,1,0.2836,0,41,41
478,2,1,0,0,0.344546,120,907,1027,1,0,22,5,1,0.3881,1,33,34
479,2,1,1,1,0.303496,195,3019,3214,1,0,23,5,1,0.3284,0,27,27
480,2,1,2,1,0.249383,518,5115,5633,1,0,0,6,0,0.2537,0,13,13
481,2,1,3,1,0.118792,655,5541,6196,1,0,1,6,0,0.3881,3,9,12
482,2,1,4,1,0.176625,475,4551,5026,1,0,2,6,0,0.2537,0,11,11
483,2,1,5,1,0.347633,1014,5219,6233,1,0,3,6,0,0.2836,1,6,7
484,2,1,6,0,0.129975,1120,3100,4220,1,0,4,6,0,0.2985,0,3,3
485,2,1,0,0,0.116908,2229,4075,6304,1,0,6,6,0,0.2239,0,2,2
486,2,1,1,1,0.171638,665,4907,5572,1,0,7,6,0,0.2836,0,8,8
487,2,1,2,1,0.156096,653,5087,5740,1,0,8,6,0,0.3284,1,26,27
488,2,1,3,1,0.138058,667,5502,6169,1,0,9,6,0,0.2537,3,37,40
489,2,1,4,1,0.133696,764,5657,6421,1,0,10,6,0,0.1642,3,50,53
490,2,1,5,1,0.162938,1069,5227,6296,1,0,11,6,0,0.1343,4,59,63
491,2,1,6,0,0.152992,2496,4387,6883,1,0,12,6,0,0.1045,10,60,70
492,2,1,0,0,0.149879,2135,4224,6359,1,0,13,6,0,0.0,12,72,84
493,2,1,1,1,0.230721,1008,5265,6273,1,0,14,6,0,0.1045,11,64,75
494,2,1,2,1,0.296029,738,4990,5728,1,0,15,6,0,0.0,10,93,103
495,2,1,3,1,0.216412,620,4097,4717,1,0,16,6,0,0.194,11,72,83
496,2,1,4,1,0.314063,1026,5546,6572,1,0,17,6,0,0.0,8,59,67
497,2,1,5,1,0.236937,1319,5711,7030,1,0,18,6,0,0.194,0,54,54
498,2,1,6,0,0.123133,2622,4807,7429,1,0,19,6,0,0.1343,6,53,59
499,2,1,0,0,0.225117,2172,3946,6118,1,0,20,6,0,0.1642,1,44,45
500,2,1,1,1,0.212692,342,2501,2843,1,0,21,6,0,0.0896,0,39,39
501,2,1,2,1,0.147392,625,4490,5115,1,0,22,6,0,0.0,7,23,30
502,2,1,3,1,0.122512,991,6433,7424,1,0,23,6,0,0.1045,2,31,33
503,2,1,4,1,0.229475,1242,6142,7384,1,0,0,0,0,0.1045,2,20,22
504,2,1,5,1,0.136817,1521,6118,7639,1,0,1,0,0,0.1045,1,12,13
505,2,1,6,0,0.083975,3410,4884,8294,1,0,2,0,0,0.1343,3,15,18
506,2,1,0,0,0.254367,2704,4425,7129,1,0,3,0,0,0.1343,1,4,5
507,2,1,1,1,0.233204,630,3729,4359,1,0,5,0,0,0.1045,0,3,3
508,2,1,2,1,0.118167,819,5254,6073,1,0,6,0,0,0.1045,0,1,1
509,2,1,3,1,0.102,766,4494,5260,1,0,7,0,0,0.1642,1,1,2
510,2,1,4,1,0.172896,1059,5711,6770,1,0,8,0,0,0.1642,2,17,19
511,2,1,5,1,0.14055,1417,5317,6734,1,0,9,0,0,0.3582,3,25,28
512,2,1,6,0,0.198992,2855,3681,6536,1,0,10,0,0,0.3881,7,51,58
513,2,1,0,0,0.215171,3283,3308,6591,1,0,11,0,0,0.2239,22,77,99
514,2,1,1,0,0.196521,2557,3486,6043,1,0,12,0,0,0.4627,24,92,116
515,2,1,2,1,0.2954,880,4863,5743,1,0,13,0,0,0.3881,12,75,87
516,2,1,3,1,0.134329,745,6110,6855,1,0,14,0,0,0.3582,17,93,110
517,2,1,4,1,0.195279,1100,6238,7338,1,0,15,0,0,0.3582,13,64,77
518,2,1,5,1,0.237563,533,3594,4127,1,0,16,0,0,0.3284,9,56,65
519,2,1,6,0,0.186562,2795,5325,8120,1,0,17,0,0,0.3881,5,50,55
520,2,1,0,0,0.184087,2494,5147,7641,1,0,18,0,0,0.2537,5,44,49
521,2,1,1,1,0.284833,1071,5927,6998,1,0,19,0,0,0.2836,5,45,50
522,2,1,2,1,0.209575,968,6033,7001,1,0,20,0,0,0.2537,4,31,35
523,2,1,3,1,0.077125,1027,6028,7055,1,0,21,0,0,0.194,5,20,25
524,2,1,4,1,0.15735,1038,6456,7494,1,0,22,0,0,0.194,5,23,28
525,2,1,5,1,0.175383,1488,6248,7736,1,0,23,0,0,0.2239,4,17,21
526,2,1,6,0,0.144287,2708,4790,7498,1,0,0,1,1,0.194,0,7,7
527,2,1,0,0,0.133721,2224,4374,6598,1,0,1,1,1,0.194,0,1,1
528,2,1,1,1,0.207713,1017,5647,6664,1,0,3,1,1,0.2537,0,1,1
529,2,1,2,1,0.214546,477,4495,4972,1,0,4,1,1,0.1343,0,1,1
530,2,1,3,1,0.343279,1173,6248,7421,1,0,5,1,1,0.1343,0,5,5
531,2,1,4,1,0.253733,1180,6183,7363,1,0,6,1,1,0.0896,0,15,15
532,2,1,5,1,0.176617,1563,6102,7665,1,0,7,1,1,0.0,5,79,84
533,2,1,6,0,0.166667,2963,4739,7702,1,0,8,1,1,0.0,6,171,177
534,2,1,0,0,0.144904,2634,4344,6978,1,0,9,1,1,0.0,4,98,102
535,2,1,1,1,0.174746,653,4446,5099,1,0,10,1,1,0.0,6,34,40
536,2,1,2,1,0.148017,968,5857,6825,1,0,11,1,1,0.1343,3,43,46
537,2,1,3,1,0.113812,872,5339,6211,1,0,12,1,1,0.194,11,52,63
538,3,1,4,1,0.118787,778,5127,5905,1,0,13,1,1,0.2239,6,54,60
539,3,1,5,1,0.182842,964,4859,5823,1,0,14,1,1,0.2239,2,43,45
540,3,1,6,0,0.179721,2657,4801,7458,1,0,15,1,1,0.1642,7,50,57
541,3,1,0,0,0.145525,2551,4340,6891,1,0,16,1,1,0.2537,4,66,70
542,3,1,1,1,0.300383,1139,5640,6779,1,0,17,1,1,0.2537,6,178,184
543,3,1,2,1,0.347642,1077,6365,7442,1,0,18,1,1,0.194,8,145,153
544,3,1,3,1,0.271775,1077,6258,7335,1,0,19,1,1,0.1642,5,101,106
545,3,1,4,1,0.17165,921,5958,6879,1,0,20,1,1,0.194,1,80,81
546,3,1,5,1,0.165417,829,4634,5463,1,0,21,1,1,0.1642,6,53,59
547,3,1,6,0,0.161071,1455,4232,5687,1,0,22,1,1,0.2239,3,32,35
548,3,1,0,0,0.168529,1421,4110,5531,1,0,23,1,1,0.2537,3,21,24
549,3,1,1,1,0.195267,904,5323,6227,1,0,0,2,1,0.2836,3,6,9
550,3,1,2,1,0.126237,1052,5608,6660,1,0,1,2,1,0.1642,0,5,5
551,3,1,3,0,0.13495,2562,4841,7403,1,0,2,2,1,0.2239,0,2,2
552,3,1,4,1,0.194029,1405,4836,6241,1,0,4,2,1,0.1045,0,1,1
553,3,1,5,1,0.146142,1366,4841,6207,1,0,5,2,1,0.2239,0,9,9
554,3,1,6,0,0.163554,1448,3392,4840,1,0,6,2,1,0.1045,1,35,36
555,3,1,0,0,0.125629,1203,3469,4672,1,0,7,2,1,0.2239,5,103,108
556,3,1,1,1,0.180975,998,5571,6569,1,0,8,2,1,0.1343,5,233,238
557,3,1,2,1,0.151737,954,5336,6290,1,0,9,2,1,0.0896,10,134,144
558,3,1,3,1,0.151733,975,6289,7264,1,0,10,2,1,0.1045,6,49,55
559,3,1,4,1,0.146775,1032,6414,7446,1,0,11,2,1,0.1343,6,55,61
560,3,1,5,1,0.08085,1511,5988,7499,1,0,12,2,1,0.0896,21,85,106
561,3,1,6,0,0.143679,2355,4614,6969,1,0,13,2,1,0.1343,21,72,93
562,3,1,0,0,0.166667,1920,4111,6031,1,0,14,2,1,0.0,11,57,68
563,3,1,1,1,0.164187,1088,5742,6830,1,0,15,2,1,0.0,21,63,84
564,3,1,2,1,0.114429,921,5865,6786,1,0,16,2,1,0.0,14,102,116
565,3,1,3,1,0.137442,799,4914,5713,1,0,17,2,1,0.0,14,208,222
566,3,1,4,1,0.165429,888,5703,6591,1,0,18,2,1,0.0896,7,218,225
567,3,1,5,1,0.208967,747,5123,5870,1,0,19,2,1,0.1642,13,133,146
568,3,1,6,0,0.2133,1264,3195,4459,1,0,20,2,1,0.194,16,103,119
569,3,1,0,0,0.0939208,2544,4866,7410,1,0,21,2,1,0.194,5,40,45
570,3,1,1,1,0.138683,1135,5831,6966,1,0,22,2,1,0.1642,4,49,53
571,3,1,2,1,0.211454,1140,6452,7592,1,0,23,2,1,0.1642,3,37,40
572,3,1,3,1,0.1648,1383,6790,8173,1,0,0,3,1,0.1343,3,14,17
573,3,1,4,1,0.284813,1036,5825,6861,1,0,1,3,1,0.1343,0,5,5
574,3,1,5,1,0.152992,1259,5645,6904,1,0,2,3,1,0.194,3,7,10
575,3,1,6,0,0.15735,2234,4451,6685,1,0,5,3,1,0.2836,0,1,1
576,3,1,0,0,0.170396,2153,4444,6597,1,0,6,3,1,0.2836,0,8,8
577,3,1,1,1,0.153617,1040,6065,7105,1,0,7,3,1,0.2985,1,29,30
578,3,1,2,1,0.165425,968,6248,7216,1,0,8,3,1,0.2985,3,69,72
579,3,1,3,1,0.141179,1074,6506,7580,1,0,9,3,1,0.2985,3,55,58
580,3,1,4,1,0.129354,983,6278,7261,1,0,10,3,1,0.2836,2,26,28
581,3,1,5,1,0.215792,1328,5847,7175,1,0,11,3,1,0.3284,6,35,41
582,3,1,6,0,0.257458,2345,4479,6824,1,0,12,3,1,0.3284,7,41,48
583,3,1,0,0,0.290421,1707,3757,5464,1,0,13,3,1,0.3284,4,43,47
584,3,1,1,1,0.129354,1233,5780,7013,1,0,14,3,1,0.3582,0,36,36
585,3,1,2,1,0.116908,1278,5995,7273,1,0,15,3,1,0.4627,1,42,43
586,3,1,3,1,0.1107,1263,6271,7534,1,0,16,3,1,0.3284,1,35,36
587,3,1,4,1,0.1561,1196,6090,7286,1,0,17,3,1,0.3582,0,26,26
588,3,1,5,1,0.238813,1065,4721,5786,1,0,16,4,1,0.194,1,23,24
589,3,1,6,0,0.206479,2247,4052,6299,1,0,17,4,1,0.1045,2,82,84
590,3,1,0,0,0.122512,2182,4362,6544,1,0,18,4,1,0.0896,3,101,104
591,3,1,1,1,0.136212,1207,5676,6883,1,0,19,4,1,0.0896,3,76,79
592,3,1,2,1,0.169158,1128,5656,6784,1,0,20,4,1,0.0896,4,55,59
593,3,1,3,1,0.169771,1198,6149,7347,1,0,21,4,1,0.0896,2,36,38
594,3,1,4,1,0.141796,1338,6267,7605,1,0,22,4,1,0.0896,0,27,27
595,3,1,5,1,0.231354,1483,5665,7148,1,0,23,4,1,0.1642,0,16,16
596,3,1,6,0,0.177867,2827,5038,7865,1,0,0,5,1,0.1343,0,9,9
597,3,1,0,0,0.08645,1208,3341,4549,1,0,1,5,1,0.1343,1,2,3
598,3,1,1,1,0.129979,1026,5504,6530,1,0,2,5,1,0.1642,0,2,2
599,3,1,2,1,0.0727708,1081,5925,7006,1,0,3,5,1,0.1045,1,0,1
600,3,1,3,1,0.0702833,1094,6281,7375,1,0,5,5,1,0.1045,0,4,4
601,3,1,4,1,0.0845958,1363,6402,7765,1,0,6,5,1,0.1343,0,16,16
602,3,1,5,1,0.0721458,1325,6257,7582,1,0,7,5,1,0.0896,2,58,60
603,3,1,6,0,0.244408,1829,4224,6053,1,0,8,5,1,0.0896,2,155,157
604,3,1,0,0,0.228858,1483,3772,5255,1,0,9,5,1,0.0896,6,95,101
605,3,1,1,1,0.128733,989,5928,6917,1,0,10,5,1,0.1045,0,49,49
606,3,1,2,1,0.190925,935,6105,7040,1,0,11,5,1,0.1045,0,30,30
607,3,1,3,1,0.112562,1177,6520,7697,1,0,12,5,1,0.1045,1,28,29
608,3,1,4,1,0.0771167,1172,6541,7713,1,0,13,5,1,0.1045,0,31,31
609,3,1,5,1,0.168533,1433,5917,7350,1,0,14,5,1,0.0,2,36,38
610,3,1,6,0,0.113187,2352,3788,6140,1,0,15,5,1,0.0,1,40,41
611,3,1,0,0,0.0640708,2613,3197,5810,1,0,16,5,1,0.0,10,70,80
612,3,1,1,0,0.151121,1965,4069,6034,1,0,17,5,1,0.1343,2,147,149
613,3,1,2,1,0.236321,867,5997,6864,1,0,18,5,1,0.194,2,107,109
614,3,1,3,1,0.187808,832,6280,7112,1,0,19,5,1,0.1343,5,84,89
615,3,1,4,1,0.142421,611,5592,6203,1,0,20,5,1,0.194,1,61,62
616,3,1,5,1,0.171646,1045,6459,7504,1,0,21,5,1,0.1343,1,57,58
617,3,1,6,0,0.281104,1557,4419,5976,1,0,22,5,1,0.3582,0,26,26
618,3,1,0,0,0.224496,2570,5657,8227,1,0,23,5,1,0.2239,1,22,23
619,3,1,1,1,0.258713,1118,6407,7525,1,0,0,6,0,0.3582,2,26,28
620,3,1,2,1,0.0920542,1070,6697,7767,1,0,1,6,0,0.194,0,20,20
621,3,1,3,1,0.131846,1050,6820,7870,1,0,2,6,0,0.1642,0,15,15
622,3,1,4,1,0.0827208,1054,6750,7804,1,0,3,6,0,0.1343,3,5,8
623,3,1,5,1,0.103863,1379,6630,8009,1,0,4,6,0,0.1045,1,2,3
624,3,1,6,0,0.247521,3160,5554,8714,1,0,6,6,0,0.1343,0,2,2
625,3,1,0,0,0.0901833,2166,5167,7333,1,0,7,6,0,0.1045,1,4,5
626,3,1,1,1,0.151742,1022,5847,6869,1,0,8,6,0,0.1642,3,31,34
627,3,1,2,1,0.357587,371,3702,4073,1,0,9,6,0,0.0896,0,34,34
